0.248	0.256	0.255
0.274	0.273	0.274
0.259	0.257	0.261
0.289	0.293	0.294
0.287	0.289	0.288
0.3	0.305	0.306
0.259	0.259	0.255
0.269	0.267	0.265
0.244	0.246	0.248
0.729	0.73	0.732
0.695	0.705	0.703
0.768	0.767	0.762
0.238	0.236	0.237
0.263	0.263	0.265
0.233	0.235	0.234
0.896	0.898	0.908
0.853	0.871	0.871
0.872	0.875	0.909
