#Humidity (%)	Propylene glycol (%)	Volume (mL)
34.4		0			0
4.4		100			30
9.7		100			20
11.6		100			10
67.7		66			30
71.6		66			20
62.8		66			10
91.9		33			30
82.8		33			20
82.9		33			10
99.9		0			30
36		90			30
36		90			20
35		90			10
33.7		95			30
33.4		95			20
32.8		95			10
32.8		80			30
57.5		80			20
55.7		80			10
77.8		70			30
66.3		70			20
59.8		70			10
		
